1 0 0 
0 1 0 
0 0 1 
0.198049425 0.340614578 0.461335997
0.208089464 0.377371413 0.414539123
0.225942738 0.537418516 0.236638746
0.057210988 0.708461626 0.234327386
0.536742356 0.32199791 0.141259734
0.62682524 0.10283412 0.27034064
0.611954396 0.064266737 0.323778867
0.177802879 0.53167481 0.290522311
0.317023932 0.124488692 0.558487376
0.027841296 0.645234862 0.326923842
0.167511132 0.756803078 0.075685791
0.42890621 0.433726317 0.137367473
0.178839359 0.163813927 0.657346715
0.369579436 0.467860663 0.162559901
0.360655684 0.338825657 0.300518658
0.07386356 0.383471546 0.542664894
0.052837404 0.44512551 0.502037086
0.355718732 0.31579676 0.328484508
0.519118873 0.070876988 0.410004138
0.434179696 0.494939962 0.070880343
0.548243843 0.036868318 0.414887839
0.42507677 0.372454628 0.202468602
0.34984623 0.285976001 0.364177769
0.341008569 0.290896919 0.368094511
0.455882001 0.517238372 0.026879627
0.097370079 0.847178346 0.055451574
0.636887282 0.141549088 0.221563629
0.057043141 0.614032361 0.328924498
0.649972588 0.009781267 0.340246144
0.412469499 0.45349506 0.134035442
0.288553642 0.301858388 0.40958797
0.237034985 0.185244911 0.577720104
0.421994032 0.085429296 0.492576672
0.000201761 0.38541194 0.6143863
0.44648567 0.34652001 0.20699432
0.145606465 0.341839296 0.512554239
0.318322494 0.38922642 0.292451086
0.378870813 0.209096102 0.412033085
0.219518334 0.364837745 0.415643921
0.141873287 0.378789264 0.479337448
0.64851148 0.078137256 0.273351264
0.414234156 0.357699423 0.22806642
0.319743432 0.584436839 0.095819729
0.144375433 0.61726118 0.238363387
0.409478381 0.247412269 0.343109351
0.270135323 0.386205371 0.343659306
0.297506627 0.327898533 0.37459484
0.004648953 0.456174788 0.539176259
0.57390068 0.318814406 0.107284914
0.352432649 0.489502071 0.158065281
0.086615183 0.66594864 0.247436178
0.594901982 0.205359505 0.199738513
0.596970415 0.012972761 0.390056823
0.333827739 0.288478861 0.377693399
0.1896598 0.689165289 0.121174912
0.254576258 0.108615384 0.636808358
0.306371082 0.665449096 0.028179822
0.371605621 0.616546327 0.011848053
0.469596444 0.052972923 0.477430632
0.427266777 0.118613143 0.45412008
0.017900107 0.51091449 0.471185403
0.479572911 0.281659679 0.23876741
0.5564189 0.345080111 0.098500989
0.273019403 0.389953653 0.337026944
0.439732458 0.299271075 0.260996468
0.417573198 0.344272929 0.238153874
0.485610523 0.264205375 0.250184102
0.815093219 0.021019287 0.163887493
0.525964085 0.454243209 0.019792705
0.686191694 0.016057635 0.297750671
0.264536136 0.225055364 0.510408501
0.418135554 0.527021533 0.054842913
0.088881935 0.343255925 0.56786214
0.313844143 0.273981213 0.412174644
0.468238414 0.269706574 0.262055012
0.574045796 0.195451479 0.230502725
0.520946181 0.326841458 0.152212361
0.03638312 0.302837732 0.660779149
0.320346764 0.229042856 0.45061038
0.370034048 0.183993096 0.445972856
0.095429165 0.625034696 0.279536139
0.624924468 0.373996105 0.001079426
0.47157926 0.042664416 0.485756325
0.610323598 0.230301671 0.15937473
0.163576399 0.789068953 0.047354648
0.153138601 0.566083437 0.280777961
0.330762184 0.471700787 0.197537029
0.236882949 0.394587107 0.368529944
0.270341085 0.252126212 0.477532703
0.230276385 0.408320135 0.361403481
0.239539481 0.220446867 0.540013652
0.382764884 0.180738462 0.436496653
0.310151001 0.254083951 0.435765048
0.455169985 0.530238266 0.014591749
0.40326261 0.405259822 0.191477568
0.385870835 0.294532015 0.31959715
0.026736606 0.893189541 0.080073853
