1 0 
0 1 
0.360079912 0.639920088
0.538743101 0.461256899
0.272673038 0.727326962
0.692679012 0.307320988
0.483146899 0.516853101
0.271352167 0.728647833
0.401786269 0.598213731
0.340845952 0.659154048
0.066159484 0.933840516
0.562461286 0.437538714
0.389534372 0.610465628
0.119537804 0.880462196
0.43814913 0.56185087
0.514307834 0.485692166
0.4803324 0.5196676
0.473572874 0.526427126
0.556097345 0.443902655
0.285752167 0.714247833
0.055798887 0.944201113
0.334567436 0.665432564
0.699370733 0.300629267
0.302720048 0.697279952
0.573686093 0.426313907
0.795117461 0.204882539
0.591737896 0.408262104
0.401011606 0.598988394
0.082488902 0.917511098
0.052742753 0.947257247
0.131723021 0.868276979
0.395830057 0.604169943
0.705819699 0.294180301
0.235142886 0.764857114
0.011319345 0.988680655
0.520783949 0.479216051
0.389343679 0.610656321
0.444876093 0.555123907
0.61413953 0.38586047
0.379912821 0.620087179
0.391779028 0.608220972
0.386390664 0.613609336
0.246720219 0.753279781
0.258907325 0.741092675
0.885063288 0.114936712
0.585144949 0.414855051
0.462974961 0.537025039
0.534089014 0.465910986
0.513497095 0.486502905
0.024469469 0.975530531
0.431026929 0.568973071
0.40737428 0.59262572
0.567147401 0.432852599
0.946623647 0.053376353
0.156418404 0.843581596
0.659183693 0.340816307
0.162344213 0.837655787
0.554693179 0.445306821
0.133959005 0.866040995
0.975145376 0.024854624
0.244399824 0.755600176
0.091504344 0.908495656
0.360748856 0.639251144
0.228620544 0.771379456
0.227839546 0.772160454
0.3692589 0.6307411
0.133275905 0.866724095
0.540856327 0.459143673
0.621382522 0.378617478
0.587067349 0.412932651
0.330659507 0.669340493
0.592043769 0.407956231
0.074411508 0.925588492
0.446929524 0.553070476
0.494097658 0.505902342
0.416692257 0.583307743
0.601357513 0.398642487
0.153191844 0.846808156
0.978653008 0.021346992
0.867960253 0.132039747
0.50699647 0.49300353
0.471317844 0.528682156
0.502770499 0.497229501
0.544730365 0.455269635
0.35671021 0.64328979
0.524227117 0.475772883
0.618235512 0.381764488
0.045415902 0.954584098
0.749032296 0.250967704
0.573449107 0.426550893
0.688428874 0.311571126
0.468413073 0.531586927
0.676932995 0.323067005
0.570892581 0.429107419
0.350318588 0.649681412
0.88250018 0.11749982
0.548338504 0.451661496
0.675203538 0.324796462
0.425951198 0.574048802
0.689514039 0.310485961
0.184112541 0.815887459
0.368826755 0.631173245
